Common.Name,Scientific.Name,Migratory.Status,IUCN,WLPA.Schedule,CITES.Appendix,CMS.Appendix,Long.Term.Trend.Mean,Long.Term.Trend.Lower,Long.Term.Trend.Upper,Long.Term.Trend,Current.Annual.Change.Mean,Current.Annual.Change.Lower,Current.Annual.Change.Upper,Current.Annual.Change,Range.Size.Mean,Range.Size.Lower,Range.Size.Upper,Range.Size,Long.Term.Status,Current.Status,Range.Status,Concern.Status
Tickell's Thrush,Turdus unicolor,LM,Least Concern,Schedule-IV,,Appendix II,-48.15272921,-100,16.6867351,-48.15±64.84,0.633036849,-23.60745043,24.87352413,0.63±24.24,5.7200428,5.6510428,5.7890428,5.72±0.07,Uncertain,Uncertain,Moderate,Low
Tibetan Blackbird,Turdus maximus,LM,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.9941747,0.7362747,1.2520747,0.99±0.26,Data Deficient,Data Deficient,Restricted,Moderate
White-collared Blackbird,Turdus albocinctus,R,Least Concern,Schedule-IV,,Appendix II,,,,,1.935522755,-41.62974025,45.50078576,1.94±43.57,8.622357,8.558457,8.686257,8.62±0.06,Data Deficient,Uncertain,Moderate,Low
Common Hill Myna,Gracula religiosa,R,Least Concern,Schedule-I,Appendix II,,-5.83403308,-57.45769245,45.78962629,-5.83±51.62,-2.109507144,-11.39090909,7.171894798,-2.11±9.28,16.4128631,16.3373631,16.4883631,16.41±0.08,Uncertain,Uncertain,Moderate,Low
Southern Hill Myna,Gracula indica,R,Least Concern,Schedule-I,,,-53.19338101,-87.5206716,-18.86609042,-53.19±34.33,-6.29339419,-17.54735573,4.96056735,-6.29±11.25,9.8390465,9.8075465,9.8705465,9.84±0.03,Uncertain,Uncertain,Moderate,Low
Common Starling,Sturnus vulgaris,LM,Least Concern,Schedule-IV,,,-64.67037916,-100,-28.14056791,-64.67±36.53,-14.33702924,-25.37758583,-3.29647265,-14.34±11.04,13.0371474,12.9025474,13.1717474,13.04±0.13,Moderate Decline,Strong Decline,Moderate,Moderate
Rosy Starling,Pastor roseus,W/P,Least Concern,Schedule-IV,,,171.2555439,90.28997311,252.2211147,171.26±80.97,9.906487184,3.894854719,15.91811965,9.91±6.01,121.625617,121.513317,121.737917,121.63±0.11,Strong Increase,Strong Increase,Very Large,Low
Asian Pied Starling,Gracupica contra,R,Least Concern,Schedule-IV,,,38.94606623,9.0415249,68.85060756,38.95±29.9,1.624772155,-2.28801571,5.53756002,1.62±3.91,130.1972358,130.1347358,130.2597358,130.2±0.06,Uncertain,Uncertain,Very Large,Low
Brahminy Starling,Sturnia pagodarum,R,Least Concern,Schedule-IV,,,-1.040680702,-19.13595218,17.05459078,-1.04±18.1,1.559534545,-1.846375404,4.965444494,1.56±3.41,174.8311888,174.7475888,174.9147888,174.83±0.08,Stable,Uncertain,Very Large,Low
Chestnut-tailed Starling,Sturnia malabarica,R,Least Concern,Schedule-IV,,,12.55993901,-16.38314752,41.50302554,12.56±28.94,-0.38668032,-4.824331012,4.050970372,-0.39±4.44,102.6235405,102.5257405,102.7213405,102.62±0.1,Uncertain,Uncertain,Very Large,Low
Malabar Starling,Sturnia blythii,R,Least Concern,Schedule-IV,,,,,,,1.664837768,-8.851783182,12.18145872,1.66±10.52,12.5192806,12.4823806,12.5561806,12.52±0.04,Data Deficient,Uncertain,Moderate,Low
White-headed Starling,Sturnia erythropygia,R,Least Concern,Schedule-IV,,,,,,,-2.869380463,-10.80831416,5.069553231,-2.87±7.94,0.5012876,0.4971876,0.5053876,0.5±0,Data Deficient,Uncertain,Restricted,Moderate
Common Myna,Acridotheres tristis,R,Least Concern,Schedule-IV,,,11.36963944,2.505397954,20.23388093,11.37±8.86,0.337489194,-0.959981841,1.634960229,0.34±1.3,222.6630139,222.6007139,222.7253139,222.66±0.06,Stable,Stable,Very Large,Low
Bank Myna,Acridotheres ginginianus,R,Least Concern,Schedule-IV,,,-25.8709133,-47.75243947,-3.98938713,-25.87±21.88,-7.814607036,-11.59154099,-4.037673086,-7.81±3.78,88.377533,88.300433,88.454633,88.38±0.08,Stable,Strong Decline,Large,Moderate
Jungle Myna,Acridotheres fuscus,R,Least Concern,Schedule-IV,,,38.82763901,5.41035109,72.24492693,38.83±33.42,-5.915023992,-9.181269052,-2.648778932,-5.92±3.27,93.7465341,93.6791341,93.8139341,93.75±0.07,Uncertain,Moderate Decline,Large,Moderate
Great Myna,Acridotheres grandis,R,Least Concern,Schedule-IV,,,,,,,-4.431107902,-33.57883696,24.71662116,-4.43±29.15,9.8992458,9.8406458,9.9578458,9.9±0.06,Data Deficient,Uncertain,Moderate,Low
Spot-winged Starling,Saroglossa spilopterus,LM,Least Concern,Schedule-IV,,,,,,,,,,,1.0605759,1.0096759,1.1114759,1.06±0.05,Data Deficient,Data Deficient,Restricted,Moderate
Jerdon's Leafbird,Chloropsis jerdoni,R,Least Concern,Schedule-IV,,,-46.7842101,-61.74698832,-31.82143188,-46.78±14.96,-1.748466475,-6.418575475,2.921642525,-1.75±4.67,63.9781236,63.8972236,64.0590236,63.98±0.08,Moderate Decline,Uncertain,Large,Moderate
Golden-fronted Leafbird,Chloropsis aurifrons,R,Least Concern,Schedule-IV,,,-37.61172487,-55.11452767,-20.10892207,-37.61±17.5,-4.898731356,-9.073200042,-0.72426267,-4.9±4.17,54.8961401,54.8333401,54.9589401,54.9±0.06,Stable,Uncertain,Large,Low
Orange-bellied Leafbird,Chloropsis hardwickii,R,Least Concern,Schedule-IV,,,-6.170923942,-90.09013897,77.74829109,-6.17±83.92,5.057272265,-13.77942802,23.89397255,5.06±18.84,14.8959057,14.8184057,14.9734057,14.9±0.08,Uncertain,Uncertain,Moderate,Low
Thick-billed Flowerpecker,Dicaeum agile,R,Least Concern,Schedule-IV,,,-53.72297315,-65.45115178,-41.99479452,-53.72±11.73,-1.145892688,-5.459061012,3.167275636,-1.15±4.31,91.6001346,91.4955346,91.7047346,91.6±0.1,Moderate Decline,Uncertain,Large,Moderate
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,R,Least Concern,Schedule-IV,,,12.08112344,-11.95271381,36.11496069,12.08±24.03,8.226274537,3.670593639,12.78195544,8.23±4.56,95.1436531,95.0700531,95.2172531,95.14±0.07,Stable,Strong Increase,Large,Low
Nilgiri Flowerpecker,Dicaeum concolor,R,Least Concern,Schedule-IV,,,-67.82056433,-87.64680097,-47.99432769,-67.82±19.83,4.68541548,-8.12922203,17.50005299,4.69±12.81,15.6180508,15.5823508,15.6537508,15.62±0.04,Moderate Decline,Uncertain,Moderate,Moderate
Plain Flowerpecker,Dicaeum minullum,R,Least Concern,Schedule-IV,,,,,,,9.236816605,-34.09970135,52.57333456,9.24±43.34,13.1467185,13.0410185,13.2524185,13.15±0.11,Data Deficient,Uncertain,Moderate,Low
Andaman Flowerpecker,Dicaeum virescens,R,Least Concern,Schedule-IV,,,,,,,8.920415485,-5.062656005,22.90348698,8.92±13.98,0.4865748,0.4807748,0.4923748,0.49±0.01,Data Deficient,Uncertain,Restricted,Moderate
Fire-breasted Flowerpecker,Dicaeum ignipectus,R,Least Concern,Schedule-IV,,,-26.12310346,-71.1357373,18.88953038,-26.12±45.01,8.669461104,-4.445366426,21.78428863,8.67±13.11,14.0823817,14.0187817,14.1459817,14.08±0.06,Uncertain,Uncertain,Moderate,Low
Scarlet-backed Flowerpecker,Dicaeum cruentatum,R,Least Concern,Schedule-IV,,,-9.222973278,-97.25244743,78.80650087,-9.22±88.03,-14.59972858,-24.75828967,-4.44116749,-14.6±10.16,11.4645365,11.3873365,11.5417365,11.46±0.08,Uncertain,Strong Decline,Moderate,Moderate
Ruby-cheeked Sunbird,Chalcoparia singalensis,R,Least Concern,Schedule-IV,,,,,,,10.97445694,-67.22310391,89.17201779,10.97±78.2,9.0099825,8.9065825,9.1133825,9.01±0.1,Data Deficient,Uncertain,Moderate,Low
Purple-rumped Sunbird,Leptocoma zeylonica,R,Least Concern,Schedule-IV,,,20.33516131,-0.11202112,40.78234374,20.34±20.45,1.504020332,-1.441393447,4.449434111,1.5±2.95,120.3992323,120.3292323,120.4692323,120.4±0.07,Stable,Uncertain,Very Large,Low
Crimson-backed Sunbird,Leptocoma minima,R,Least Concern,Schedule-IV,,,-80.28843063,-91.21392677,-69.36293449,-80.29±10.93,-1.174302828,-10.83870432,8.49009866,-1.17±9.66,17.1243275,17.0889275,17.1597275,17.12±0.04,Strong Decline,Uncertain,Moderate,Moderate
Purple Sunbird,Cinnyris asiaticus,R,Least Concern,Schedule-IV,,,30.33169203,15.24533894,45.41804512,30.33±15.09,0.349392735,-1.566540515,2.265325985,0.35±1.92,200.3769134,200.3002134,200.4536134,200.38±0.08,Stable,Stable,Very Large,Low
Loten's Sunbird,Cinnyris lotenius,R,Least Concern,Schedule-IV,,,-33.81109825,-57.62027634,-10.00192016,-33.81±23.81,0.806750697,-5.64816724,7.261668634,0.81±6.45,30.9574329,30.9039329,31.0109329,30.96±0.05,Stable,Uncertain,Large,Low
Fire-tailed Sunbird,Aethopyga ignicauda,R,Least Concern,Schedule-IV,,,,,,,6.1331163,-33.51680662,45.78303922,6.13±39.65,9.1414475,9.0728475,9.2100475,9.14±0.07,Data Deficient,Uncertain,Moderate,Low
Black-throated Sunbird,Aethopyga saturata,R,Least Concern,Schedule-IV,,,,,,,7.326145396,-12.51551483,27.16780563,7.33±19.84,11.5572002,11.4883002,11.6261002,11.56±0.07,Data Deficient,Uncertain,Moderate,Low
Mrs Gould's Sunbird,Aethopyga gouldiae,R,Least Concern,Schedule-IV,,,,,,,-2.060013637,-26.68294928,22.562922,-2.06±24.62,10.200506,10.125606,10.275406,10.2±0.07,Data Deficient,Uncertain,Moderate,Low
Green-tailed Sunbird,Aethopyga nipalensis,R,Least Concern,Schedule-IV,,,4.531209072,-62.98794074,72.05035888,4.53±67.52,-3.550617791,-13.02492162,5.923686042,-3.55±9.47,11.9004613,11.8427613,11.9581613,11.9±0.06,Uncertain,Uncertain,Moderate,Low
Vigors's Sunbird,Aethopyga vigorsii,R,Least Concern,Schedule-IV,,,,,,,3.541182334,-12.89825117,19.98061583,3.54±16.44,6.7303524,6.6808524,6.7798524,6.73±0.05,Data Deficient,Uncertain,Moderate,Low
Crimson Sunbird,Aethopyga siparaja,R,Least Concern,Schedule-IV,,,33.79028108,-21.19416754,88.7747297,33.79±54.98,-4.768788503,-10.52374287,0.986165866,-4.77±5.75,26.275844,26.201944,26.349744,26.28±0.07,Uncertain,Uncertain,Large,Low
Little Spiderhunter,Arachnothera longirostra,R,Least Concern,Schedule-IV,,,-74.14876482,-85.53620215,-62.76132749,-74.15±11.39,-5.311928638,-11.74289662,1.119039341,-5.31±6.43,22.1702319,22.1157319,22.2247319,22.17±0.05,Strong Decline,Uncertain,Moderate,Moderate
Streaked Spiderhunter,Arachnothera magna,R,Least Concern,Schedule-IV,,,-28.93973425,-95.26070889,37.38124039,-28.94±66.32,0.048715659,-17.78970665,17.88713797,0.05±17.84,10.4299002,10.3709002,10.4889002,10.43±0.06,Uncertain,Uncertain,Moderate,Low
Alpine Accentor,Prunella collaris,R,Least Concern,Schedule-IV,,,,,,,-0.686923724,-22.18579517,20.81194773,-0.69±21.5,10.5492901,10.4737901,10.6247901,10.55±0.08,Data Deficient,Uncertain,Moderate,Low
Altai Accentor,Prunella himalayana,W/P,Least Concern,Schedule-IV,,,,,,,,,,,2.4930553,2.4092553,2.5768553,2.49±0.08,Data Deficient,Data Deficient,Restricted,Moderate
Robin Accentor,Prunella rubeculoides,R,Least Concern,Schedule-IV,,,,,,,-8.069682143,-30.68072291,14.54135863,-8.07±22.61,9.0342611,8.9381611,9.1303611,9.03±0.1,Data Deficient,Uncertain,Moderate,Low
Rufous-breasted Accentor,Prunella strophiata,R,Least Concern,Schedule-IV,,,-50.01190245,-92.08065942,-7.94314548,-50.01±42.07,-7.671676939,-19.51148709,4.168133211,-7.67±11.84,14.4244188,14.3564188,14.4924188,14.42±0.07,Uncertain,Uncertain,Moderate,Low
Black-throated Accentor,Prunella atrogularis,W/P,Least Concern,Schedule-IV,,,,,,,,,,,5.8234612,5.7407612,5.9061612,5.82±0.08,Data Deficient,Data Deficient,Moderate,Moderate
Maroon-backed Accentor,Prunella immaculata,R,Least Concern,Schedule-IV,,,,,,,,,,,1.733759,1.658959,1.808559,1.73±0.07,Data Deficient,Data Deficient,Restricted,Moderate
Forest Wagtail,Dendronanthus indicus,W/P,Least Concern,Schedule-IV,,Appendix II,-72.56130321,-85.251957,-59.87064942,-72.56±12.69,-9.759364934,-15.3796865,-4.139043371,-9.76±5.62,23.8132404,23.7525404,23.8739404,23.81±0.06,Strong Decline,Strong Decline,Moderate,High
Grey Wagtail,Motacilla cinerea,LM,Least Concern,Schedule-IV,,Appendix II,-36.30106648,-49.68126488,-22.92086808,-36.3±13.38,-3.532265036,-6.708012491,-0.356517581,-3.53±3.18,115.2153571,115.1167571,115.3139571,115.22±0.1,Stable,Uncertain,Very Large,Low
Western Yellow Wagtail,Motacilla flava,W/P,Least Concern,Schedule-IV,,Appendix II,-28.2877013,-44.41236924,-12.16303336,-28.29±16.12,-0.451225185,-4.193174731,3.290724361,-0.45±3.74,126.7591155,126.6554155,126.8628155,126.76±0.1,Stable,Uncertain,Very Large,Low
Citrine Wagtail,Motacilla citreola,LM,Least Concern,Schedule-IV,,Appendix II,-12.86838768,-51.93841899,26.20164363,-12.87±39.07,2.163632754,-6.14145108,10.46871659,2.16±8.31,73.9757566,73.8854566,74.0660566,73.98±0.09,Uncertain,Uncertain,Large,Low
White-browed Wagtail,Motacilla maderaspatensis,R,Least Concern,Schedule-IV,,Appendix II,-39.11910635,-48.91137648,-29.32683622,-39.12±9.79,-5.129920498,-7.455481443,-2.804359553,-5.13±2.33,162.0723614,161.9755614,162.1691614,162.07±0.1,Moderate Decline,Strong Decline,Very Large,Moderate
White Wagtail,Motacilla alba,W/P,Least Concern,Schedule-IV,,Appendix II,-47.06335573,-60.89571044,-33.23100102,-47.06±13.83,-1.341661526,-5.908680705,3.225357653,-1.34±4.57,161.7395218,161.6411218,161.8379218,161.74±0.1,Moderate Decline,Uncertain,Very Large,Moderate
Richard's Pipit,Anthus richardi,W/P,Least Concern,Schedule-IV,,Appendix II,-93.48218105,-100,-86.32128383,-93.48±7.16,-11.95683701,-23.93989032,0.0262163,-11.96±11.98,15.1985997,15.1016997,15.2954997,15.2±0.1,Strong Decline,Uncertain,Moderate,Moderate
Paddyfield Pipit,Anthus rufulus,R,Least Concern,Schedule-IV,,Appendix II,-6.39552467,-20.65704083,7.86599149,-6.4±14.26,3.688840041,0.844241886,6.533438196,3.69±2.84,173.8789177,173.7640177,173.9938177,173.88±0.11,Stable,Uncertain,Very Large,Low
Long-billed Pipit,Anthus similis,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-4.312168346,-14.70537102,6.081034324,-4.31±10.39,19.9968731,19.9067731,20.0869731,20±0.09,Data Deficient,Uncertain,Moderate,Low
Blyth's Pipit,Anthus godlewskii,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,10.06539777,-8.41868913,28.54948467,10.07±18.48,16.2595055,16.0942055,16.4248055,16.26±0.17,Data Deficient,Uncertain,Moderate,Low
Tawny Pipit,Anthus campestris,W/P,Least Concern,Schedule-IV,,Appendix II,-69.75499277,-95.32071416,-44.18927138,-69.75±25.57,-2.236819299,-16.33875759,11.86511899,-2.24±14.1,50.249065,50.154365,50.343765,50.25±0.09,Moderate Decline,Uncertain,Large,Moderate
Nilgiri Pipit,Anthus nilghiriensis,R,Vulnerable,Schedule-IV,,Appendix II,2.19827414,-100,211.0221313,2.2±208.82,-23.03595377,-29.51824334,-16.55366421,-23.04±6.48,0.9498318,0.9140318,0.9856318,0.95±0.04,Uncertain,Strong Decline,Restricted,High
Upland Pipit,Anthus sylvanus,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,8.6317672,8.4981672,8.7653672,8.63±0.13,Data Deficient,Data Deficient,Moderate,Moderate
Rosy Pipit,Anthus roseatus,LM,Least Concern,Schedule-IV,,Appendix II,-36.92697717,-100,85.61150403,-36.93±122.54,6.55640314,-37.01496672,50.127773,6.56±43.57,9.0602184,8.9500184,9.1704184,9.06±0.11,Uncertain,Uncertain,Moderate,Low
Tree Pipit,Anthus trivialis,LM,Least Concern,Schedule-IV,,Appendix II,-50.48980175,-100,22.55787467,-50.49±73.05,5.820917845,-26.1857906,37.82762629,5.82±32.01,56.7402774,56.6286774,56.8518774,56.74±0.11,Uncertain,Uncertain,Large,Low
Olive-backed Pipit,Anthus hodgsoni,LM,Least Concern,Schedule-IV,,Appendix II,-69.79568137,-99.06821322,-40.52314952,-69.8±29.27,-5.444031669,-20.24729233,9.359228991,-5.44±14.8,40.7407513,40.6512513,40.8302513,40.74±0.09,Moderate Decline,Uncertain,Large,Moderate
Black-and-yellow Grosbeak,Mycerobas icterioides,R,Least Concern,Schedule-IV,,,,,,,,,,,7.8294917,7.7561917,7.9027917,7.83±0.07,Data Deficient,Data Deficient,Moderate,Moderate
Collared Grosbeak,Mycerobas affinis,R,Least Concern,Schedule-IV,,,,,,,,,,,4.1252489,4.0241489,4.2263489,4.13±0.1,Data Deficient,Data Deficient,Restricted,Moderate
Spot-winged Grosbeak,Mycerobas melanozanthos,R,Least Concern,Schedule-IV,,,,,,,,,,,6.424507,6.345607,6.503407,6.42±0.08,Data Deficient,Data Deficient,Moderate,Moderate
Common Rosefinch,Carpodacus erythrinus,LM,Least Concern,Schedule-IV,,,-23.23421205,-56.98569715,10.51727305,-23.23±33.75,1.042418144,-6.831637074,8.916473362,1.04±7.87,40.8606015,40.7774015,40.9438015,40.86±0.08,Uncertain,Uncertain,Large,Low
Scarlet Finch,Carpodacus sipahi,R,Least Concern,Schedule-IV,,,,,,,-2.356803177,-51.14365805,46.43005169,-2.36±48.79,4.8745929,4.8013929,4.9477929,4.87±0.07,Data Deficient,Uncertain,Moderate,Low
Blyth's Rosefinch,Carpodacus grandis,R,Least Concern,Schedule-IV,,,,,,,,,,,2.9766068,2.8457068,3.1075068,2.98±0.13,Data Deficient,Data Deficient,Restricted,Moderate
Pink-browed Rosefinch,Carpodacus rodochroa,R,Least Concern,Schedule-IV,,,,,,,-3.982094547,-21.47874133,13.51455223,-3.98±17.5,10.9374918,10.8783918,10.9965918,10.94±0.06,Data Deficient,Uncertain,Moderate,Low
Spot-winged Rosefinch,Carpodacus rodopeplus,R,Least Concern,Schedule-IV,,,,,,,,,,,2.2761112,2.1944112,2.3578112,2.28±0.08,Data Deficient,Data Deficient,Restricted,Moderate
Crimson-browed Finch,Carpodacus subhimachalus,R,Least Concern,Schedule-IV,,,,,,,,,,,2.3697482,2.2934482,2.4460482,2.37±0.08,Data Deficient,Data Deficient,Restricted,Moderate
Himalayan White-browed Rosefinch,Carpodacus thura,R,Least Concern,Schedule-IV,,,,,,,,,,,6.0549841,5.9509841,6.1589841,6.05±0.1,Data Deficient,Data Deficient,Moderate,Moderate
Brown Bullfinch,Pyrrhula nipalensis,R,Least Concern,Schedule-IV,,,,,,,,,,,4.9122206,4.7879206,5.0365206,4.91±0.12,Data Deficient,Data Deficient,Moderate,Moderate
Orange Bullfinch,Pyrrhula aurantiaca,R,Least Concern,Schedule-IV,,,,,,,,,,,2.2385453,2.1408453,2.3362453,2.24±0.1,Data Deficient,Data Deficient,Restricted,Moderate
Red-headed Bullfinch,Pyrrhula erythrocephala,R,Least Concern,Schedule-IV,,,,,,,,,,,6.8921488,6.8154488,6.9688488,6.89±0.08,Data Deficient,Data Deficient,Moderate,Moderate
Gold-naped Finch,Pyrrhoplectes epauletta,R,Least Concern,Schedule-IV,,,,,,,20.5257631,-12.47069608,53.52222228,20.53±33,2.6601427,2.5708427,2.7494427,2.66±0.09,Data Deficient,Uncertain,Restricted,Moderate
Spectacled Finch,Callacanthis burtoni,R,Least Concern,Schedule-IV,,,,,,,,,,,6.5038354,6.4026354,6.6050354,6.5±0.1,Data Deficient,Data Deficient,Moderate,Moderate
Dark-breasted Rosefinch,Procarduelis nipalensis,R,Least Concern,Schedule-IV,,,,,,,0.024479567,-18.91122302,18.96018216,0.02±18.94,8.1303333,8.0575333,8.2031333,8.13±0.07,Data Deficient,Uncertain,Moderate,Low
Plain Mountain Finch,Leucosticte nemoricola,R,Least Concern,Schedule-IV,,,-48.17833087,-91.74203387,-4.61462787,-48.18±43.56,7.839965893,-11.86543586,27.54536764,7.84±19.71,15.54389,15.47509,15.61269,15.54±0.07,Uncertain,Uncertain,Moderate,Low
Yellow-breasted Greenfinch,Chloris spinoides,R,Least Concern,Schedule-IV,,,-52.74710577,-78.93486925,-26.55934229,-52.75±26.19,-6.246645213,-14.10618356,1.612893129,-6.25±7.86,17.4718095,17.3869095,17.5567095,17.47±0.08,Moderate Decline,Uncertain,Moderate,Moderate
European Goldfinch,Carduelis carduelis,R,Least Concern,Schedule-IV,,,,,,,0.02283289,-19.64998265,19.69564843,0.02±19.67,11.5359172,11.4629172,11.6089172,11.54±0.07,Data Deficient,Uncertain,Moderate,Low
Fire-fronted Serin,Serinus pusillus,R,Least Concern,Schedule-IV,,,,,,,12.9467745,-10.37810765,36.27165665,12.95±23.32,13.3102318,13.2384318,13.3820318,13.31±0.07,Data Deficient,Uncertain,Moderate,Low
Crested Bunting,Emberiza lathami,LM,Least Concern,Schedule-IV,,,-62.53565476,-80.78312814,-44.28818138,-62.54±18.25,-12.40644879,-17.75660041,-7.05629717,-12.41±5.35,10.4925361,10.4233361,10.5617361,10.49±0.07,Moderate Decline,Strong Decline,Moderate,Moderate
Black-headed Bunting,Emberiza melanocephala,W/P,Least Concern,Schedule-IV,,,,,,,20.7166663,0.28472031,41.14861229,20.72±20.43,15.7617643,15.6850643,15.8384643,15.76±0.08,Data Deficient,Uncertain,Moderate,Low
Red-headed Bunting,Emberiza bruniceps,W/P,Least Concern,Schedule-IV,,,,,,,5.105035155,-14.65903266,24.86910297,5.11±19.76,16.771658,16.680558,16.862758,16.77±0.09,Data Deficient,Uncertain,Moderate,Low
Rock Bunting,Emberiza cia,R,Least Concern,Schedule-IV,,,-28.01512401,-85.16325974,29.13301172,-28.02±57.15,0.295275266,-15.09534937,15.68589991,0.3±15.39,18.8845207,18.8306207,18.9384207,18.88±0.05,Uncertain,Uncertain,Moderate,Low
White-capped Bunting,Emberiza stewarti,LM,Least Concern,Schedule-IV,,,,,,,18.62570564,-21.06505897,58.31647025,18.63±39.69,0.7528218,0.6680218,0.8376218,0.75±0.08,Data Deficient,Uncertain,Restricted,Moderate
Grey-necked Bunting,Emberiza buchanani,W/P,Least Concern,Schedule-IV,,,,,,,-1.535670762,-35.21629409,32.14495257,-1.54±33.68,13.5539488,13.4801488,13.6277488,13.55±0.07,Data Deficient,Uncertain,Moderate,Low
Yellow-breasted Bunting,Emberiza aureola,W/P,Critically Endangered,Schedule-IV,,Appendix I,,,,,,,,,,,,,Data Deficient,Data Deficient,Data Deficient,High
House Sparrow,Passer domesticus,LM,Least Concern,Schedule-IV,,,2.813297667,-9.121931673,14.74852701,2.81±11.94,-2.029331313,-3.814959165,-0.243703461,-2.03±1.79,113.2427374,113.1484374,113.3370374,113.24±0.09,Stable,Stable,Very Large,Low
Sind Sparrow,Passer pyrrhonotus,R,Least Concern,Schedule-IV,,,,,,,,,,,6.8524558,6.7887558,6.9161558,6.85±0.06,Data Deficient,Data Deficient,Moderate,Moderate
Russet Sparrow,Passer cinnamomeus,R,Least Concern,Schedule-IV,,,27.45030631,-42.75890049,97.65951311,27.45±70.21,-1.375190683,-10.53210082,7.781719453,-1.38±9.16,21.0505426,20.9995426,21.1015426,21.05±0.05,Uncertain,Uncertain,Moderate,Low
Eurasian Tree Sparrow,Passer montanus,R,Least Concern,Schedule-IV,,,-45.48516453,-79.24840189,-11.72192717,-45.49±33.76,0.147254194,-10.96943815,11.26394653,0.15±11.12,18.2531676,18.1956676,18.3106676,18.25±0.06,Uncertain,Uncertain,Moderate,Low
Yellow-throated Sparrow,Gymnoris xanthocollis,R,Least Concern,Schedule-IV,,,-37.02123581,-51.79892372,-22.2435479,-37.02±14.78,-2.734828436,-6.372646984,0.902990112,-2.73±3.64,124.1355171,124.0426171,124.2284171,124.14±0.09,Stable,Uncertain,Very Large,Low
Streaked Weaver,Ploceus manyar,R,Least Concern,Schedule-IV,,,-38.7404477,-66.54768701,-10.93320839,-38.74±27.81,-10.50417621,-15.7152235,-5.293128918,-10.5±5.21,38.7014775,38.6025775,38.8003775,38.7±0.1,Uncertain,Strong Decline,Large,Moderate
